Authors,Author(s) ID,Title,Link,Author Keywords,Index Keywords
"Alishev D., Hussain R., Nawaz W., Lee J.","57200273552;35324500900;36700271700;50262320700;","Social-Aware Bootstrapping and Trust Establishing Mechanism for Vehicular Social Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040563045&doi=10.1109%2fVTCSpring.2017.8108459&partnerID=40&md5=0ffcb55d22e97fe754c89c5a684d60e2",,"Analytic hierarchy process; Behavioral research; Active information Sharing; Analytic hierarchy process (ahp); Bootstrapping method; Reputation mechanism; Security mechanism; Trust management; Trust management systems; Vehicular networks; Vehicle to vehicle communications"
"Brown J.A., Lutfullin B., Oreshin P.","55724408300;57200314625;57200314307;","Procedural content generation of level layouts for Hotline Miami","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040767888&doi=10.1109%2fCEEC.2017.8101608&partnerID=40&md5=5d055d81c8a1c4202e1e1f45f4fa676f",,"Computer science; Computers; Industrial engineering; Fitness functions; Procedural content generations; Statistical measures; Engineering"
"Fahim M., Khattak A.M., Aleem S., Katheeri H.A.","36606049200;26031517700;57021474600;57212264992;","Physical activity recognizer based on multimodal sensors in smartphone for ubiquitous-lifecare services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039962734&doi=10.1109%2fAFRCON.2017.8095536&partnerID=40&md5=bdbcd58256d5eddeefdaad0f54f31d1c","Activity Recognition; Smartphone; U-lifecare","Pattern recognition; Activity recognition; Ambient light; Android platforms; Classification of activity; Classifier models; Human-centric; Multimodal sensor; Physical activity; Smartphones"
"Mazzara M., Meyer B.","8557895400;7402073082;","Present and ulterior software engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054939739&doi=10.1007%2f978-3-319-67425-4&partnerID=40&md5=8dff1da81099be37e0d79cef91c27a54",,
"Mazzara M., Meyer B.","8557895400;7402073082;","Preface","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054939409&doi=10.1007%2f978-3-319-67425-4&partnerID=40&md5=57f4a23329226c1ce5bc9dbaccfc6eeb",,
"Dragoni N., Giallorenzo S., Lafuente A.L., Mazzara M., Montesi F., Mustafin R., Safina L.","8308455900;55932233200;9245337700;8557895400;24475076500;57200573284;57190293089;","Microservices: Yesterday, today, and tomorrow","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054938535&doi=10.1007%2f978-3-319-67425-4_12&partnerID=40&md5=a052a4a4bb9e8ef78561c5d7aefbe45c",,
"Guidi C., Lanese I., Mazzara M., Montesi F.","12752162000;8984182000;8557895400;24475076500;","Microservices: A language-based approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041830332&doi=10.1007%2f978-3-319-67425-4_13&partnerID=40&md5=69276aa339cafdb0bd033738ca1c3013",,
"Brown J.A., Ashlock D.","55724408300;7003662061;","Using multiple worlds for multiple agent roles in games","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039994142&doi=10.1109%2fCIG.2017.8080413&partnerID=40&md5=907242249ca25781b7039fc93a599507",,"Artificial intelligence; Multi agent systems; Automatic content; Multiple agents; Objective functions; Prisoner's dilemma; Software agents"
"Kanatov A., Zouev E.","57189987659;41763132200;","SLang: Current status and next steps","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041133190&doi=10.1145%2f3166094.3166095&partnerID=40&md5=05409f09e0f2617fef6b9b5c461248f6","Absence of NULL pointer; Basic units; Class; Inheritance; Modularity; Programming languages; Type; Unit","Computer applications; Computer programming; Computer programming languages; Absence of NULL pointer; Basic units; Class; Inheritance; Modularity; Type; Unit; Software engineering"
"Roy S., Chatterjee S., Das A.K., Chattopadhyay S., Kumar N., Vasilakos A.V.","57213545833;17433723100;55450732800;55424776200;57206866080;57200495061;","On the design of provably secure lightweight remote user authentication scheme for mobile cloud computing services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032703923&doi=10.1109%2fACCESS.2017.2764913&partnerID=40&md5=3535aa51a72c82d571cc30bb5f636eed","BAN logic; Distributed mobile cloud computing; ProVerif simulation; Random oracle; Remote mobile user authentication; User anonymity; User biometrics","Authentication; Cloud computing; Computation theory; Computer circuits; Cryptography; Distributed database systems; Mobile security; Mobile telecommunication systems; Security systems; BAN logic; Computational model; Mobile communications; Mobile handsets; Mobile users; Proverif; Random Oracle; User anonymity; Mobile cloud computing"
"Collins T.K., Zakirov A., Brown J.A., Houghten S.","57193171063;56715618400;55724408300;6506378984;","Single-objective and multi-objective genetic algorithms for compression of biological networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034633079&doi=10.1109%2fCIBCB.2017.8058564&partnerID=40&md5=8c29bbe106be4006b2f8bdd9e4e4d060",,"Artificial intelligence; Compression ratio (machinery); Genetic algorithms; Biological networks; Fitness functions; Graph compressions; Multi objective algorithm; Multi-objective GA; Multi-objective genetic algorithm; Single-objective genetic algorithms; Target compressions; Bioinformatics"
"Dobrenkii A., Kuleev R., Khan A., Rivera A.R., Khattak A.M.","57197769788;22134759700;16679109100;55344658600;26031517700;","Large residual multiple view 3D CNN for false positive reduction in pulmonary nodule detection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034632239&doi=10.1109%2fCIBCB.2017.8058549&partnerID=40&md5=ac8bc4771dfad39b0b9772d899fc77e1","3D convolution neural networks; deep learning; false positive reduction; lung cancer; pulmonary nodule detection; residual learning","Artificial intelligence; Bioinformatics; Biological organs; Deep learning; Diseases; Medical computing; Positron emission tomography; Convolution neural network; False-positive reduction; Lung Cancer; Pulmonary nodule detection; residual learning; Feature extraction"
"Gusarev M., Kuleev R., Khan A., Rivera A.R., Khattak A.M.","57197767716;22134759700;16679109100;55344658600;26031517700;","Deep learning models for bone suppression in chest radiographs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034630633&doi=10.1109%2fCIBCB.2017.8058543&partnerID=40&md5=86a4ca5e358bdb9380ad79c588340ab2","autoencoder; bone suppression; convolution neural network; deep learning; lung cancer","Artificial intelligence; Bioinformatics; Biological organs; Deep learning; Radiography; Auto encoders; Chest radiographs; Convolution neural network; Learning frameworks; Learning models; Lung Cancer; Nodule detection; Noise cancellation; Bone"
"Galinier F., Bruel J.-M., Ebersold S., Meyer B.","57197769620;35232489400;25640661100;7402073082;","Seamless integration of multirequirements in complex systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034641436&doi=10.1109%2fREW.2017.38&partnerID=40&md5=52ec78f919e5513ea4dfb02d294e5b66","Complex systems; Model driven engineering; Requirements","Large scale systems; Semantics; Different domains; Formal notations; Model-driven Engineering; Natural languages; Requirements; Requirements analysis; Seamless integration; Systems development; Requirements engineering"
"Fitsilis P., Lekatos A.","6507297721;57200044316;","Teaching software project management using agile paradigm","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038943972&doi=10.1145%2f3139367.3139413&partnerID=40&md5=cc3229e0ed23a4517f2b594b14af7eb2","Agile software development; Software engineering education","Curricula; Education; Project management; Software design; Software engineering; Students; Agile software development; Agile software engineering; Capstone projects; Computer science students; Software developer; Software industry; Teaching approaches; Teaching software; Teaching"
"Iatrellis O., Kameas A., Fitsilis P.","56497956400;6603112443;6507297721;","Personalized Learning Pathways using semantic web rules","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038908708&doi=10.1145%2f3139367.3139404&partnerID=40&md5=c3d9f6ea576a952485a9b80219823490","Education; Learning Pathways; Ontology; Semantic rules; SWRL","Learning systems; Ontology; Semantic Web; Adaptive learning scheme; Educational institutions; Learning pathway; Personalized learning; Semantic framework; Semantic rules; Semantic Web rules; SWRL; Education"
"Benedicenti L., Messina A., Sillitti A.","57202974794;57118980100;6602286710;","Iagile: Mission critical military software development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032331583&doi=10.1109%2fHPCS.2017.87&partnerID=40&md5=7679a9f8ca07344bbd095f089d5c4b38","Agile Processes; Defense Software; Empirical Software Engineering; Mission critical software; Non-invasive Measurement Systems; Scrum","Agile manufacturing systems; Command and control systems; Costs; Network security; Software engineering; Agile process; Empirical Software Engineering; Mission critical softwares; Non- invasive measurements; Scrum; Software design"
"Zhou F., Qu Q., Toivonen H.","36129931900;37102566700;36133866700;","Summarisation of weighted networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012082486&doi=10.1080%2f0952813X.2017.1280089&partnerID=40&md5=fdcb2c75b762847eacee7a8ca5d0367f","generalisation; network mining; network summarisation; Weighted networks","Economic and social effects; Heuristic algorithms; Edge weights; Generalisation; In networks; Models and algorithms; Node-based; Path-based; Supernodes; Weighted networks; Complex networks"
"Hussain R., Rezaeifar Z., Son J., Bhuiyan M.Z.A., Kim S., Oh H.","35324500900;56431032000;37049229900;35184906400;57194115950;8871782400;","PB-MII: replacing static RSUs with public buses-based mobile intermediary infrastructure in urban VANET-based clouds","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018748871&doi=10.1007%2fs10586-017-0883-7&partnerID=40&md5=eb778cb3b2a2bb5176723c145e026e45","Mobile gateway; Public buses; RSU deployment; Traffic view application; VANET; VANET-based clouds","Buses; Cost effectiveness; Information dissemination; Roads and streets; Traffic control; Urban transportation; Cloud infrastructures; Communication schemes; Feasibility analysis; Mobile gateways; Public transport bus; RSU deployment; Spatiotemporal characteristics; VANET; Vehicular ad hoc networks"
"Naumchev A., Meyer B.","57190306849;7402073082;","Seamless requirements","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018728923&doi=10.1016%2fj.cl.2017.04.001&partnerID=40&md5=f4bbce843ab5d946774e94dc5c8f264e","AutoProof; Design by contract; Eiffel; Formal verification; Seamless requirements; Specification drivers","Computer software selection and evaluation; Software testing; Specifications; Verification; AutoProof; Design by contracts; Development case; Development model; Eiffel; Functional requirement; Seamless requirements; Software Quality; Formal verification"
"Yi J., Ahmed U.Z., Karkare A., Tan S.H., Roychoudhury A.","55533068800;57209031341;7801322507;42162322300;7005260419;","A feasibility study of using automated program repair for introductory programming assignments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030782216&doi=10.1145%2f3106237.3106262&partnerID=40&md5=12bd9d8ae4955e88d48f136a1f811852",,"Computer aided instruction; Education computing; Planning; Repair; Software engineering; Software testing; Students; Teaching; Technology transfer; Feasibility studies; Intelligent tutoring system; Introductory programming; Introductory programming course; Personalized feedback; Professional software; State of the art; Student project; Program debugging"
"Ivanov V., Rogers A., Succi G., Yi J., Zorin V.","57195101229;57195995980;7004757466;55533068800;57221974375;","What do software engineers care about? Gaps between research and practice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030776142&doi=10.1145%2f3106237.3117778&partnerID=40&md5=80a22d88fb6600cfdb14f6905b2f08cb","Software engineering research and practice; Survey","Computer software selection and evaluation; Engineers; Productivity; Research and development management; Software engineering; Surveying; Surveys; Verification; Development productivity; Effort Estimation; Quality of softwares; Research topics; Software development process; Software development techniques; Software productivity; Software verification and validation; Software design"
"Klimchik A., Pashkevich A., Caro S., Furet B.","37016245900;6701582655;10139556200;6506956031;","Calibration of industrial robots with pneumatic gravity compensators","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028777502&doi=10.1109%2fAIM.2017.8014031&partnerID=40&md5=a990cc73fa5c24b8f3e89490a285cf06","Design of calibration experiments; Elastostatic calibration; Industrial robot; Pneumatic gravity compensator; Stiffness modeling","Industrial robots; Intelligent mechatronics; Machine design; Parameter estimation; Pneumatics; Robots; Stiffness; Calibration accuracy; Calibration experiments; Performance measure; Position accuracy; Step identifications; Stiffness model; Calibration"
